LUIS CEZAR RODRIGUES,1
LUIS FERNANDO MARQUES DOS SANTOS,1
LUIS GONZAGA SALES VASCONCELOS,1
LUIS HENRIQUE HERMINIO CUNHA,2
LUISA DE MARILLAC RAMOS SOARES,2
LUIZ ANTONIO DA SILVA MEDEIROS,1
LUIZ ANTONIO MOUSINHO MAGALHAES,12
LUIZ CARLOS SERRAMO LOPEZ,4
LUIZ CUSTODIO DA SILVA,4
LUIZ DE SOUSA JUNIOR,3
LUIZ FERNANDO CARVALHO LEITE,3
LUIZ GONZAGA GONCALVES,2
LUIZ MOREIRA COELHO JUNIOR,1
LUIZ RENATO REGIS DE OLIVEIRA LIMA,1
LUSIVAL ANTONIO BARCELLOS,3
LUZIANA RAMALHO RIBEIRO,10
MADSON TAVARES SILVA,8
MAGALY DE FATIMA CORREIA,6
MAILSON MONTEIRO DO REGO,6
MANASSES XAVIER DE SOUZA,8
MANOEL BANDEIRA DE ALBUQUERQUE,6
MANOEL FERREIRA DOS SANTOS NETO,2
MANUEL ANTONIO GORDON NUNEZ,2
MARCAL ROSAS FLORENTINO LIMA FILHO,3
MARCEL VIEIRA BARRETO SILVA,6
MARCELA ZAMBONI LUCENA,9
MARCELO AUGUSTO OLIVEIRA DE SALES,2
MARCELO CAVALCANTI RODRIGUES,4
MARCELO DE SOUZA BISPO,3
MARCELO JORGE CAVALCANTI DE SA,4
MARCELO MEDEIROS DA SILVA,2
MARCELO NOGUEIRA DE CARVALHO KOKUBUM,2
MARCELO SAMPAIO DE ALENCAR,11
MARCELO SILVEIRA RABELLO,2
MARCELO SOBRAL DA SILVA,8
MARCIA ADELINO DA SILVA DIAS,3
MARCIA ALMEIDA DE MELO,8
MARCIA REGINA PIUVEZAM,6
MARCIA REIS MACHADO,9
MARCIA TAVARES SILVA,4
MARCIANE MAGNANI,12
MARCILIO TOSCANO FRANCA FILHO,8
MARCIO SILVA SANTOS,4
MARCKSON ROBERTO FERREIRA DE SOUSA,2
MARCO ANTONIO MARGARIDO COSTA,4
MARCO AURELIO PAZ TELLA,1
MARCONI JOSE PIMENTEL PEQUENO,2
MARCOS ALEXANDRE DA FRANCA PEREIRA,3
MARCOS ANTONIO ANACLETO,4
MARCOS ANTONIO DA SILVA,1
MARCOS ANTONIO NICOLAU,1
MARCOS ELI BUZANSKAS,2
MARCUS BESSA DE MENEZES,4
MARCUS TULLIUS SCOTTI,4
MARCUS VINICIUS LIA FOOK,12
MARGARETH DE FATIMA FORMIGA MELO DINIZ,2
MARIA ADAILZA MARTINS DE ALBUQUERQUE,4
MARIA ADELAIDE SILVA PAREDES MOREIRA,3
MARIA ALVES DE AZEREDO,1
MARIA AUXILIADORA COELHO DE LIMA,2
MARIA AVANY BEZERRA GUSMAO,2
MARIA CLAURENIA ABREU DE ANDRADE SILVEIRA,3
MARIA CLEIDE RODRIGUES BERNARDINO,2
MARIA CREUSA DE ARAUJO BORGES,2
MARIA CRISTINA BASILIO CRISPIM DA SILVA,12
MARIA DA CONCEICAO DE MENEZES TORRES,2
MARIA DA CONCEICAO GOMES DE MIRANDA,2
MARIA DA CONCEICAO RODRIGUES GONCALVES,1
MARIA DA LUZ OLEGARIO,2
MARIA DA SALETE BARBOZA DE FARIAS,1
MARIA DAS GRACAS DE ALMEIDA BAPTISTA,4
MARIA DAS GRACAS GONCALVES VIEIRA GUERRA,4
MARIA DE ASSUNCAO LIMA DE PAULO,3
MARIA DE FATIMA ALMEIDA,1
MARIA DE FATIMA CAMAROTTI,5
MARIA DE FATIMA DE SOUZA AQUINO,3
MARIA DE FATIMA FERNANDES MARTINS CATAO,1
MARIA DE FATIMA FERREIRA RODRIGUES,1
MARIA DE FATIMA MARTINS,2
MARIA DE FATIMA PEREIRA ALBERTO,7
MARIA DE FATIMA VANDERLEI DE SOUZA,3
MARIA DE FÁTIMA AGRA,2
MARIA DE FÁTIMA BARBOSA DE MESQUITA BATISTA,11
MARIA DE LOURDES SOARES,4
MARIA DE NAZARE TAVARES ZENAIDE,7
MARIA DEL PILAR ROCA ESCALANTE,11
MARIA DJAIR DIAS,8
MARIA DO CARMO EULALIO,2
MARIA DO SOCORRO BRASILEIRO,1
MARIA DO SOCORRO DE SOUZA VIEIRA,5
MARIA DO SOCORRO SILVA DE ARAGAO,2
MARIA DO SOCORRO VIEIRA PEREIRA,3
MARIA DO SOCORRO XAVIER BATISTA,2
MARIA ELIANE MOREIRA FREIRE,4
MARIA ELIEIDY GOMES DE OLIVEIRA,5
MARIA ELIZABETH BALTAR CARNEIRO DE ALBUQUERQUE,5
MARIA ELIZETE GUIMARAES CARVALHO,2
MARIA EMILIA LIMEIRA LOPES,8
MARIA ESTER VIEIRA DE SOUSA,3
MARIA EULINA PESSOA DE CARVALHO,4
MARIA FABIANA BONFIM DE LIMA SILVA,2
MARIA FRANCO TRINDADE MEDEIROS,2
MARIA GARDENNIA DA FONSECA,4
MARIA HELENA CHAVES DE VASCONCELOS CATAO,6
MARIA IGNEZ NOVAIS AYALA,7
MARIA INES SUCUPIRA MACIEL,9
MARIA JOSE DE CARVALHO COSTA,6
MARIA JULIA GUIMARAES OLIVEIRA SOARES,5
MARIA LUCIA ABAURRE GNERRE,1
MARIA LUCIA DA SILVA NUNES,8
MARIA NAZARETH DE LIMA ARRAIS,3
MARIA REGINA BARACUHY LEITE,2
MARIA SUELY DA COSTA,2
MARIA VANICE LACERDA DE MELO BARBOSA,1
MARIA ZULEIDE DA COSTA PEREIRA,5
MARIANA LINS DE OLIVEIRA,2
MARIANA PIMENTA OLIVEIRA BACCARINI,1
MARIANNA VIEIRA SOBRAL,3
MARIANNE CARVALHO BEZERRA CAVALCANTE,5
MARIANO CASTRO NETO,4
MARILIA GABRIELA DOS SANTOS CAVALCANTI,1
MARINALVA DE SOUSA CONSERVA,5
MARINE RAQUEL DINIZ DA ROSA,6
MARINEUMA DE OLIVEIRA COSTA CAVALCANTI,5
MARIO CESAR UGULINO DE ARAUJO,10
MARIO EDUARDO RANGEL MOREIRA CAVALCANTI MATA,12
MARIO HENRIQUE GUEDES LADOSKY,3
MARISTELA OLIVEIRA DE ANDRADE,1
MARLUCE PEREIRA DA SILVA,1
MARTA CELIA DANTAS SILVA,2
MARTA MIRIAM LOPES COSTA,10
MARTA PRAGANA DANTAS,4
MARTA SUELY MADRUGA,4
MARTINHO GUEDES DOS SANTOS NETO,5
MARY CRISTINA FERREIRA ALVES,1
MARYNICE DE MEDEIROS MATOS AUTRAN,1
MATHEUS AUGUSTO DE BITTENCOURT PASQUALI,2
MATHEUS DA CRUZ E ZICA,1
MATHIAS WELLER,6
MAURA LUCIA FERNANDES PENNA,3
MAURICEIA ANANIAS,4
MAURICIO BELTRAO DE ROSSITER CORREA,7
MAURICIO SEKIGUCHI DE GODOY,2
MAURO GUILHERME PINHEIRO KOURY,1
MEIRY GLAUCIA FREIRE RODRIGUES,1
MELANIA NOBREGA PEREIRA DE FARIAS,2
MELYSSA KELLYANE CAVALCANTI GALDINO,2
MERCIA REJANE RANGEL BATISTA,1
MERCIA SANTOS DA CRUZ,5
MICHELLI KARINNE BARROS DA SILVA,4
MIGUEL MAURICIO ISONI,1
MIODELI NOGUEIRA JUNIOR,1
MIRIAM DA SILVA PEREIRA,2
MOAMA LORENA DE LACERDA MARQUES,2
MOEMA AMELIA SERPA LOPES DE SOUZA,2
MONICA BARROS DA NOBREGA,3
MONICA CARVALHO,8
MONICA CORREIA GONCALVES,1
MONICA DE AMORIM COURA,7
MONICA LOURDES FRANCH GUTIERREZ,8
MONICA MANO TRINDADE FERRAZ,3
MONICA OLIVEIRA DA SILVA SIMOES,4
MONICA TEJO CAVALCANTI,2
NACIB ANDRE GURGEL E ALBUQUERQUE,10
NADIA MARIA RIBEIRO SALOMAO,7
NADJA MARIA DA SILVA OLIVEIRA,3
NADY ROCHA,2
NAELZA DE ARAUJO WANDERLEY,2
NAGEL ALVES COSTA,1
NAILA FRANCIS PAULO DE OLIVEIRA,6
NAIR HELENA CASTRO ARRIEL,2
NATALY ALBUQUERQUE DOS SANTOS,4
NATANAEL ANTONIO DOS SANTOS,6
NATASHA CORREIA QUEIROZ LINO,2
NAZARENO FERREIRA DE ANDRADE,9
NELSON ELIEZER FERREIRA JUNIOR,1
NELSON TORRO ALVES,2
NERIZE LAURENTINO RAMOS,1
NEUSA COLLET,5
NEWTON DE OLIVEIRA LIMA,2
NILVANIA DOS SANTOS SILVA,2
NORMANDO PERAZZO BARBOSA,11
NOZANGELA MARIA ROLIM DANTAS,1
NUBIA SILVA DANTAS BRITO,4
OLAF ANDREAS BAKKE,1
OLAVO FRANCISCO DOS SANTOS JUNIOR,1
ORIANA DE NADAI FULANETI,3
ORLEANS SILVA MARTINS,3
OSVALDO SOARES DA SILVA,11
OTAVIO LUIS DE SANTANA,5
PABLO MARCEL DE ARRUDA TORRES,2
PABLO RIUL,1
PASCOAL TEOFILO CARVALHO GONCALVES,1
PATRICIA CARNEIRO SOUTO,1
PATRICIA CRISTINA DE ARAGAO,2
PATRICIA DUARTE DE LIMA MACHADO,4
PATRICIA HERMINIO CUNHA FEITOSA,2
PATRICIA MEIRA BENTO,4
PATRICIA MONTEIRO CRUZ MENDES,1
PATRICIA NUNES DA FONSECA,4
PATRICIA SERPA DE SOUZA BATISTA,4
PATRICIO ADRIANO DA ROCHA,1
PATRICIO BORGES MARACAJA,2
PATRICIO MARQUES DE SOUZA,4
PAULA ALVES BARBOSA COELHO,2
PAULO AGUIAR DO MONTE,8
PAULO AMILTON MAIA LEITE FILHO,7
PAULO CESAR GEGLIO,3
PAULO CESAR OLIVEIRA DINIZ,2
PAULO CESAR ZAMBRONI DE SOUZA,1
PAULO EDUARDO E SILVA BARBOSA,2
PAULO FERNANDO DE MOURA BEZERRA CAVALCANTI FILHO,2
PAULO GIOVANI ANTONINO NUNES,5
PAULO HENRIQUE DA FONSECA SILVA,5
PAULO HENRIQUE TAVARES DA SILVA,2
PAULO ROBERTO LOYOLLA KUHLMANN,2
PAULO ROBERTO NOBREGA CAVALCANTE,4
PAULO ROBERTO VIEIRA DE MELO,4
PAULO ROGERIO FERRETI BONAN,3
PEDRO DANTAS FERNANDES,6
PEDRO JOSE SANTOS CARNEIRO CRUZ,6
PERICLES REZENDE BARROS,1
PETRONIO FILGUEIRAS DE ATHAYDE FILHO,6
POLLIANNA MUNIZ ALVES,6
POLLYANA CAETANO RIBEIRO FERNANDES,1
PRISCILLA GONTIJO LEITE,5
RAFAEL FALEIROS DE PADUA,1
RAFAEL GROTTA GREMPEL,1
RAFAEL JOSE ALVES DO REGO BARROS,5
RAFAELLA QUEIROGA SOUTO,4
RAILDA SABINO FERNANDES ALVES,1
RAILENE HERICA CARLOS ROCHA ARAUJO,2
RAIMUNDO APRIGIO DE MENEZES JUNIOR,3
RAIMUNDO CARLOS SILVERIO FREIRE,7
RAINER CAMARA PATRIOTA,2
RAMSES NUNES E SILVA,1
RAPHAEL ABRAHAO,1
RAUNIRA DA COSTA ARAUJO,4
REGINA CELI MENDES PEREIRA DA SILVA,2
REGINA COELLI GOMES NASCIMENTO,1
REGINALDO GOMES NOBRE,5
REINALDO FARIAS PAIVA DE LUCENA,12
REINALDO NOBREGA DE ALMEIDA,5
REJANE MARIA NUNES MENDONCA,4
RENALDO TENORIO DE MOURA JUNIOR,1
RENATA DE SOUZA COELHO SOARES,1
RENATA PAES DE BARROS CAMARA,7
RENATE MARIA RAMOS WELLEN,9
RENATO ALEXANDRE COSTA DE SANTANA,2
RICARDO ALEXANDRE CAVALCANTI DE LIMA,3
RICARDO ALMEIDA DE MELO,2
RICARDO ALVES DE OLINDA,5
RICARDO ARLEN BURITI DA COSTA,2
RICARDO BARBOSA DE LUCENA,1
RICARDO DE FIGUEIREDO LUCENA,3
RICARDO DE SOUZA ROSA,2
RICARDO LOIOLA EDVAN,4
RICARDO OLIMPIO DE MOURA,2
RICARDO ROMAO GUERRA,3
RICELIA MARIA MARINHO SALES,2
RICHARDE MARQUES DA SILVA,12
RISELANE DE LUCENA ALCANTARA BRUNO,1
RITA DE CASSIA CAVALCANTI PORTO,1
RITA DE CASSIA DE FARIA PEREIRA,8
RITA DE CASSIA RAMOS DO EGYPTO QUEIROGA,4
RIUZUANI MICHELLE BEZERRA PEDROSA LOPES,3
RIVETE SILVA DE LIMA,3
ROBERIA NADIA ARAUJO NASCIMENTO,1
ROBERTO CALLEJAS BEDREGAL,5
ROBERTO CARLOS DE ASSIS,2
ROBERTO CLEITON FERNANDES DE QUEIROGA,6
ROBERTO GERMANO COSTA,6
ROBERTO VERAS DE OLIVEIRA,12
ROBSON COSTA CORDEIRO,2
ROBSON XAVIER DA COSTA,1
RODINEI MEDEIROS GOMES,9
RODRIGO COHEN MOTA NEMER,2
RODRIGO DE AZEREDO GRUNEWALD,5
RODRIGO FREIRE DE CARVALHO E SILVA,4
RODRIGO PINHEIRO DE TOLEDO VIANNA,9
ROGER RUBEN HUAMAN HUANCA,3
ROGERIA GAUDENCIO DO REGO,1
ROGERIO DE SOUZA MEDEIROS,4
ROGERIO HUMBERTO ZEFERINO NASCIMENTO,1
ROGERIO MAGNUS VARELA GONCALVES,4
ROGERIO SANTANA PERUCHI,1
ROHIT GHEYI,4
ROMILDO PEREIRA BRITO,8
ROMUALDO RODRIGUES MENEZES,10
ROMULO ADOLFO HERINGER FERREIRA,5
ROMULO RHEMO PALITOT BRAGA,6
ROMULO ROMEU DA NOBREGA ALVES,5
RONALDO BASTOS FRANCINI FILHO,4
RONALDO DO NASCIMENTO,6
RONALDO LAURENTINO DE SALES JUNIOR,1
RONEI MARCOS DE MORAES,3
ROSANA COSTA DE OLIVEIRA,3
ROSANGELA NERES ARAUJO DA SILVA,2
ROSE MARIA LEITE DE OLIVEIRA,1
ROSEANE CAVALCANTI DOS SANTOS,1
ROSEMBERG FERNANDES DE MENEZES,1
ROSILDA ALVES BEZERRA,8
ROSILENE AGRA DA SILVA,1
ROSIRES CATAO CURI,4
ROSSANA GUERRA DE SOUSA,1
ROSSANA MARIA FEITOSA DE FIGUEIREDO,12
ROSSANA MORENO SANTA CRUZ,2
ROSTAND EDSON OLIVEIRA COSTA,2
ROZENVAL DE ALMEIDA E SOUSA,1
RUBENS MARQUES DE LUCENA,2
RUBENS TEIXEIRA DE QUEIROZ,6
RUI DE OLIVEIRA,2
SABRINA GARCIA DE AQUINO,2
SAMIR ADAMOGLU DE OLIVEIRA,2
SAMIR PERRONE DE MIRANDA,3
SANDRA AMELIA LUNA CIRNE DE AZEVEDO,8
SANDRA APARECIDA DE ALMEIDA,1
SANDRA REGINA MOURA,1
SANDRA RODRIGUES MASCARENHAS,3
SANDRO MARDEN TORRES,6
SARA VILAR DANTAS SIMOES,5
SARAH MARIA ATHIE DE SOUZA,3
SAVIO ROBERTO FONSECA DE FREITAS,12
SAVIO TORRES DE FARIAS,2
SAYONARA MARIA LIA FOOK,1
SERGIO ANDRE FONTES AZEVEDO,6
SERGIO DAVILA LINS BEZERRA CAVALCANTI,3
SERGIO DE CARVALHO BEZERRA,1
SERGIO DE FARIA LOPES,3
SERGIO MURILO SANTOS DE ARAUJO,1
SERGIO RIBEIRO DOS SANTOS,3
SERGIO SANTOS DE AZEVEDO,10
SERIOJA RODRIGUES CORDEIRO MARIANO,2
SEVERINO BEZERRA DA SILVA,3
SEVERINO GONZAGA NETO,4
SEVERINO HORACIO DA SILVA,2
SEVERINO JOSE DE LIMA,2
SEVERINO RODRIGUES DE FARIAS NETO,7
SEVERINO SILVANO DOS SANTOS HIGINO,2
SHARLINE FLORENTINO DE MELO SANTOS,2
SHEYLA SUELY DE SOUZA SILVA,2
SHEYLLA DE KASSIA SILVA GALVAO,1
SIBELLE MARIA MARTINS DE BARROS,1
SILDIVANE VALCACIA SILVA,5
SILMAR ANDRADE DO MONTE,4
SILVANA CARNEIRO MACIEL,12
SILVANA LUCIENE DO NASCIMENTO CUNHA COSTA,5
SILVANA MARA DE MORAIS DOS SANTOS,1
SILVANDA DE MELO SILVA,6
SILVANIA DA CRUZ BARBOSA,3
SILVANIO DE ANDRADE,7
SILVIA GARCIA NOGUEIRA,2
SIMONE ALVES DE SOUSA,3
SIMONE DA SILVA SIMOES,1
SIMONE DÁLIA DE GUSMAO ARANHA,3
SIMONE HELENA DOS SANTOS OLIVEIRA,2
SIMONE MAGALHAES BRITO,12
SMALYANNA SGREN DA COSTA ANDRADE,3
SOCORRO CLAUDIA TAVARES DE SOUSA,5
SOLANGE DE SOUSA,5
SOLANGE FATIMA GERALDO DA COSTA,4
SOLANGE MARIA LEDER,4
SOLANGE PEREIRA DA ROCHA,3
SONIA MARIA CANDIDO DA SILVA,2
STEPHANIE INGRID SOUZA BARBOZA,1
SUEDINA MARIA DE LIMA SILVA,4
SUELI MEIRA LIEBIG,3
SUELIDIA MARIA CALACA,4
SUELLEN DUARTE DE OLIVEIRA MATOS,3
SUELLEN MARY MARINHO DOS SANTOS ANDRADE,2
SUELMA DE SOUZA MORAES,4
SURYA AARONOVICH POMBO DE BARROS,3
SUZANNE ERICA NOBREGA CORREIA,4
SUZETE ELIDA NOBREGA CORREIA,4
SVEN PETERKE,1
SWAMY DE PAULA LIMA SOARES,2
TALDEN QUEIROZ FARIAS,10
TANIA MARIA AUGUSTO PEREIRA,1
TANIA MARIA RIBEIRO MONTEIRO DE FIGUEIREDO,3
TANIA REGIA DE OLIVEIRA,1
TANIA RODRIGUES PALHANO,2
TARCIANA NOBRE DE MENEZES,3
TARCISO CABRAL DA SILVA,4
TATIANE SANTI GADELHA,2
TELMA CRISTINA DELGADO DIAS FERNANDES,4
TEMILCE SIMOES DE ASSIS CANTALICE,6
TERCALIA SUASSUNA VAZ LIRA,2
THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO,2
THAIS GAUDENCIO DO REGO,1
THELMA LUCIA PEREIRA DIAS,2
THELMA MARIA GRISI VELOSO,3
THIAGO ALEXANDRE DAS NEVES ALMEIDA,2
THIAGO ANTONIO AVELLAR DE AQUINO,4
THIAGO JARDELINO DIAS,1
THIAGO LEITE DE MELO RUFFO,6
THIAGO LIMA DA SILVA,1
THIAGO PEREIRA FALCAO,3
TIAGO AUGUSTO LIMA CARDOSO,1
TIAGO BERNARDON DE OLIVEIRA,5
TIAGO LIMA MASSONI,2
TIAGO MARITAN UGULINO DE ARAUJO,2
TIAGO PEREIRA DO NASCIMENTO,2
TIBERIO ANDRADE DOS PASSOS,3
TIMOTHY DENIS IRELAND,2
TULIO SERGIO HENRIQUES FERREIRA,2
UBERLANDIO BATISTA SEVERO,7
UYGUACIARA VELOSO CASTELO BRANCO,2
VAGNA CRISTINA LEITE DA SILVA PEREIRA,6
VALDECIR BECKER,1
VALDERI DUARTE LEITE,8
VALDINEY VELOSO GOUVEIA,10
VALDIR BARBOSA BEZERRA,2
VALDIR DE ANDRADE BRAGA,2
VALNES DA SILVA RODRIGUES JUNIOR,1
VALQUIRIA CARDOSO DA SILVA FERREIRA,2
VALTER FERREIRA RODRIGUES,2
VANDA LUCIA DOS SANTOS,2
VANDENBERG LOPES VIEIRA,1
VANDERLAN FRANCISCO DA SILVA,6
VANDERSON GONCALVES CARNEIRO,4
VANESSA BATISTA SCHRAMM,1
VANESSA BORDIN VIERA,3
VANESSA NEVES RIAMBAU PINHEIRO,2
VANIA DA SILVA FRAGA,1
VENIA CAMELO DE SOUZA,3
VERA LUCIA ANTUNES DE LIMA,7
VERONICA MACARIO DE OLIVEIRA MOTTA,1
VERUSCHKA ESCARIAO DESSOLES MONTEIRO,1
VICENTE CARLOS DE OLIVEIRA COSTA,1
VICENTE DE PAULO RODRIGUES DA SILVA,6
VICTOR HUGO NEVES DE OLIVEIRA,2
VILMA FELIPE COSTA DE MELO,3
VINICIUS FARIAS MOREIRA,2
VINICIUS JOSE BACCIN MARTINS,1
VINICIUS LONGO RIBEIRO VILELA,8
VIRGINIA DE FATIMA BEZERRA NOGUEIRA,1
VIVEK NIGAM,1
VIVIAN GALDINO DE ANDRADE,2
WAGNER BRANDAO RAMOS,2
WAGNER DE MENDONCA FAUSTINO,1
WAGNER JUNQUEIRA DE ARAUJO,7
WAGNER SOARES FERNANDES DOS SANTOS,1
WALKER GOMES DE ALBUQUERQUE,1
WALLACE DUARTE FRAGOSO,2
WALLACE GOMES FERREIRA DE SOUZA,2
WALLACE PATRICK SANTOS DE FARIAS SOUZA,1
WALTER ESFRAIN PEREIRA,4
WAMBERTO JOSE LIRA DE QUEIROZ,1
WANDERLAN DA SILVA ALVES,1
WANDERLEY FERREIRA DE AMORIM JUNIOR,4
WASHINGTON LUIZ ARAUJO NEVES,5
WASHINGTON LUIZ DA SILVA VIEIRA,2
WASHINGTON SILVA DE FARIAS,2
WELLINGTON GOMES DE MEDEIROS,2
WENNER GLAUCIO LOPES LUCENA,2
WILLIAM DE PAIVA,8
WILLIAME FARIAS RIBEIRO,4
WILLIANY MIRANDA DA SILVA,2
WILSON HONORATO ARAGAO,3
WILTON PEREIRA DA SILVA,10
WILTON SILVA LOPES,7
WILTON WILNEY NASCIMENTO PADILHA,4
WYLLY ARAUJO DE OLIVEIRA,1
YURI PERCY MOLINA RODRIGUEZ,2
ZELIA MARIA DE ARRUDA SANTIAGO,2
ZELMA GLEBYA MACIEL QUIRINO,4
ZULMIRA NOBREGA PIVA DE CARVALHO,3
